                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 1.7348,                 3.3168,                 1.3069,                0.54461,                0.42497,                0.35945,                0.23672,                 1.6698,                 1.8788,                 1.2891,              0.0033183,              0.0033183,              0.0033183
                      1,                 1.7416,                 1.6295,                 1.2377,                0.78446,                0.47024,                0.44914,                 0.2843,                 1.6381,                 1.4451,                 1.2459,              0.0066385,              0.0066385,              0.0066385
                      2,                 1.6803,                 1.3058,                 1.2275,                0.64607,                0.51999,                0.55517,                0.35883,                 1.5891,                 1.4448,                 1.2489,              0.0099454,              0.0099454,              0.0099454
                      3,                 1.6899,                 1.2534,                 1.2235,                0.64578,                0.52901,                0.55974,                0.35499,                 1.6688,                 1.1789,                 1.2434,              0.0099406,              0.0099406,              0.0099406
                      4,                 1.6628,                  1.176,                 1.1982,                0.35679,                0.53599,                0.39805,                0.25623,                 1.5824,                 1.6166,                  1.222,              0.0099406,              0.0099406,              0.0099406
                      5,                 1.6456,                 1.1637,                 1.2118,                0.63832,                 0.5436,                  0.578,                0.38028,                 1.5741,                 1.0451,                 1.2418,              0.0099208,              0.0099208,              0.0099208
                      6,                 1.6549,                 1.1224,                 1.2034,                0.67131,                0.56538,                0.60047,                0.39056,                 1.5474,                 1.0273,                  1.217,               0.009901,               0.009901,               0.009901
                      7,                 1.6253,                 1.0965,                 1.1936,                0.85632,                 0.5734,                0.60375,                0.39683,                 1.5481,                0.98197,                  1.201,              0.0098812,              0.0098812,              0.0098812
                      8,                 1.6338,                 1.0934,                 1.1909,                0.88793,                0.55981,                0.60819,                0.39993,                 1.5748,                0.99451,                  1.205,              0.0098614,              0.0098614,              0.0098614
                      9,                 1.5761,                 1.0589,                 1.1761,                0.87636,                0.56322,                0.61726,                0.40147,                 1.5757,                0.97568,                  1.227,              0.0098416,              0.0098416,              0.0098416
                     10,                 1.5948,                 1.0643,                 1.1778,                0.87227,                0.57462,                0.60548,                0.40124,                 1.5251,                0.93794,                  1.192,              0.0098218,              0.0098218,              0.0098218
                     11,                 1.5765,                 1.0231,                 1.1662,                0.72105,                0.57236,                0.61575,                0.41057,                 1.5038,                 0.9294,                 1.1921,               0.009802,               0.009802,               0.009802
                     12,                 1.5517,                  1.012,                 1.1711,                0.69533,                0.55264,                0.62098,                0.41327,                 1.5236,                0.94471,                  1.194,              0.0097822,              0.0097822,              0.0097822
                     13,                 1.5766,                 1.0053,                 1.1536,                0.61624,                0.56987,                0.59688,                0.38935,                 1.5391,                0.97809,                 1.2013,              0.0097624,              0.0097624,              0.0097624
                     14,                 1.5563,                0.98246,                 1.1593,                0.73833,                0.58825,                0.61914,                0.40642,                 1.5231,                0.90831,                 1.2021,              0.0097426,              0.0097426,              0.0097426
                     15,                 1.5344,                0.96733,                 1.1619,                0.85306,                0.58296,                0.61881,                 0.4101,                 1.4952,                0.89582,                 1.1737,              0.0097228,              0.0097228,              0.0097228
                     16,                 1.5445,                 0.9763,                 1.1516,                0.73692,                0.59851,                0.62752,                0.41764,                 1.4815,                0.88441,                 1.1862,               0.009703,               0.009703,               0.009703
                     17,                 1.5338,                0.96433,                 1.1417,                0.72389,                0.59468,                  0.628,                0.41455,                 1.4971,                0.88238,                 1.1739,              0.0096832,              0.0096832,              0.0096832
                     18,                 1.5428,                0.97978,                 1.1456,                0.78635,                0.60096,                0.63113,                0.41893,                 1.4812,                0.89785,                 1.1689,              0.0096634,              0.0096634,              0.0096634
                     19,                 1.5259,                0.93685,                 1.1365,                0.72107,                0.59207,                0.62321,                0.41923,                 1.4847,                0.88909,                  1.174,              0.0096436,              0.0096436,              0.0096436
                     20,                 1.5029,                0.93817,                 1.1459,                0.90621,                0.59213,                0.63287,                0.42371,                 1.4788,                0.83852,                 1.1661,              0.0096238,              0.0096238,              0.0096238
                     21,                 1.5261,                0.93176,                 1.1368,                0.81567,                0.59258,                0.62505,                0.41192,                 1.5062,                0.88183,                 1.1732,               0.009604,               0.009604,               0.009604
                     22,                 1.5058,                0.92704,                 1.1407,                0.76534,                0.60193,                0.64216,                0.42934,                 1.4712,                0.86307,                 1.1543,              0.0095842,              0.0095842,              0.0095842
                     23,                 1.5052,                0.92023,                  1.132,                 0.8041,                0.59821,                0.63704,                0.42635,                 1.4652,                0.83596,                 1.1628,              0.0095644,              0.0095644,              0.0095644
                     24,                 1.4806,                0.91398,                 1.1267,                0.72862,                0.60566,                0.63879,                0.42497,                 1.4698,                0.82345,                 1.1602,              0.0095446,              0.0095446,              0.0095446
                     25,                 1.5213,                0.93288,                 1.1311,                0.80961,                0.59802,                0.63307,                0.42462,                 1.4504,                0.81964,                 1.1551,              0.0095248,              0.0095248,              0.0095248
                     26,                 1.4817,                0.89013,                 1.1362,                0.78105,                0.61348,                0.63805,                0.42619,                 1.4666,                0.81905,                 1.1596,               0.009505,               0.009505,               0.009505
                     27,                 1.4766,                0.89329,                 1.1326,                0.79896,                0.61315,                0.64047,                0.42482,                 1.4707,                0.82422,                 1.1517,              0.0094852,              0.0094852,              0.0094852
                     28,                 1.4703,                0.89701,                 1.1243,                0.76898,                0.60407,                0.63702,                0.43321,                 1.4388,                0.80274,                 1.1395,              0.0094654,              0.0094654,              0.0094654
                     29,                 1.4751,                0.87597,                 1.1253,                0.79997,                0.61228,                0.64333,                0.42489,                 1.4445,                0.80715,                 1.1584,              0.0094456,              0.0094456,              0.0094456
                     30,                 1.4772,                0.88267,                 1.1242,                0.75354,                0.60847,                0.63554,                0.41999,                 1.4645,                0.81729,                 1.1509,              0.0094258,              0.0094258,              0.0094258
                     31,                 1.4506,                 0.8684,                 1.1244,                0.65836,                0.63522,                0.63894,                0.43061,                 1.4579,                0.81421,                 1.1567,               0.009406,               0.009406,               0.009406
                     32,                 1.4664,                0.86944,                 1.1286,                0.74256,                0.60768,                0.63284,                0.42153,                 1.4422,                 0.8165,                 1.1475,              0.0093862,              0.0093862,              0.0093862
